 Horizontal Dilution of Precision, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine RPM(rpm),label
3.7900925,2.8,-0.3,9.2,0.01,0.06,0.29,0.04,0.92,69.8,1977,good
3.7900925,2.65,-0.21,8.33,-0.09,0.06,0.29,0.04,0.92,74.9,2039.5,good
3.7900925,2.84,0.22,10.53,0.04,0.06,0.32,-0.03,0.92,79.22,2039.5,good
3.7900925,3.08,0.16,10.84,0.05,-0.01,0.35,-0.05,0.83,80.39,2059,good
3.7900925,3,-0.26,9.92,0.06,0.12,0.32,0.04,0.97,81.96,2059,good
3.7900925,3.3,0.16,9.78,0.05,0.04,0.34,0,0.88,82.35,2084,good
3.7900925,2.97,0.01,9.45,0.05,0.07,0.33,0.07,0.91,85.1,2092,good
3.7900925,3.08,0.06,8.63,0.03,-0.03,0.33,0.01,0.81,86.27,2092,good
3.7900925,2.85,0.08,9.02,-0.02,-0.03,0.33,0.01,0.81,87.84,2103.5,good
3.7900925,2.84,0.89,9.81,0.02,-0.06,0.26,0.08,0.79,90.98,2103.5,good
3.7900925,2.86,0.26,9.76,0.03,0,0.3,0.05,0.85,91.76,2146,good
3.7900925,2.61,1,9.21,0,0.06,0.27,0.12,0.92,91.76,2146,good
3.7900925,2.82,1.02,10.16,0.04,0.07,0.25,0.16,0.92,92.55,2166,good
3.7900925,2.71,0.74,9.31,0.03,-0.02,0.25,0.09,0.84,92.16,2170.5,good
3.7900925,2.85,0.91,9.26,0.03,-0.04,0.28,0.09,0.81,92.94,2170.5,good
3.7900925,2.62,1.03,8.6,-0.06,-0.08,0.26,0.08,0.78,92.55,2199.5,good
3.7900925,2.65,0.79,9.93,0.01,-0.08,0.26,0.08,0.78,92.55,2199.5,good
3.7900925,2.89,1.04,9.77,0.03,0.09,0.37,0.14,0.92,92.55,2237.5,good
3.7900925,2.78,0.55,9.39,0.02,0.02,0.32,0.03,0.87,92.55,2237.5,good
3.7900925,2.26,1.15,8.77,0.02,-0.02,0.26,0.13,0.83,92.55,2247.5,good
3.7900925,3,0.7,10.01,0.02,-0.06,0.27,0.12,0.79,92.55,2280.5,good
3.7900925,2.93,0.41,9.62,0.03,0.07,0.31,0.14,0.91,92.94,2280.5,good
3.7900925,2.51,0.42,9.27,0,0.07,0.26,0.09,0.91,74.9,2290.5,good
3.7900925,2,0.81,8.63,0.01,0.05,0.26,0.09,0.91,55.29,2290.5,good
3.7900925,2.2,0.04,9.57,0.01,-0.05,0.23,0.04,0.82,33.73,2298.5,good
3.7900925,1.63,0.61,10.01,0.05,-0.03,0.17,0.05,0.85,21.18,2298.5,good
3.7900925,2.21,0.07,10.34,0.07,0.03,0.22,0.01,0.9,17.65,2302.5,good
3.7900925,1.66,0.7,10.75,0.08,0.05,0.19,0.07,0.93,18.43,2276.5,good
3.7900925,2.97,-0.07,9.11,0.07,0.04,0.24,0.01,0.91,40,2276.5,good
3.7900925,1.67,0.95,9.88,-0.05,0.04,0.24,0.01,0.91,63.53,2353,good
3.7900925,2.03,1.12,9.78,0.03,-0.07,0.22,0.02,0.8,65.49,2353,good
3.7900925,2.22,0.8,8.84,0.03,0.01,0.18,0.14,0.88,67.06,2295.5,good
3.7900925,1.9,1.2,9.38,0,0.01,0.18,0.14,0.88,68.24,2316.5,good
3.7900925,2.37,0.18,8.28,0,-0.02,0.28,-0.01,0.84,68.63,2316.5,good
3.7900925,2.18,-1.3,5.77,0.01,0.28,0.38,-0.01,1.12,69.02,2341.5,good
3.7900925,4.08,-0.97,10.76,0.2,0.33,0.3,0.07,1.19,71.37,2341.5,good
3.7900925,3.25,1.62,10.98,0.06,0,0.27,0.05,0.87,75.69,2351,good
3.7900925,3.05,1.12,10.37,0.04,0.09,0.33,-0.07,0.93,77.65,2367.5,good
3.7900925,2.53,0.7,10.62,0.13,-0.16,0.27,-0.07,0.69,66.67,2367.5,good
3.7900925,2.03,0.66,10.7,0.05,-0.03,0.18,0.02,0.85,31.37,2342,good
3.7900925,1.43,0.67,9.69,0.04,-0.03,0.18,0.02,0.85,19.61,2342,good
3.7900925,1.93,0.32,9.53,0.02,-0.08,0.21,0.03,0.79,18.82,2368.5,good
3.7900925,1.51,-0.25,9.92,0.04,0.01,0.16,-0.04,0.9,17.65,2368.5,good
3.7900925,0.61,-0.09,10.02,0.07,0.04,0.12,-0.01,0.93,16.86,2397,good
3.7900925,0.18,0.58,10.48,0.06,-0.02,0.09,-0.04,0.87,18.82,2343.5,good
3.7900925,0.49,-0.72,10.07,0.05,0.06,0.03,-0.02,0.96,19.61,2343.5,good
3.7900925,0.57,-0.59,9.42,0.06,0.04,0.03,-0.12,0.93,20,2283.5,good
3.7900925,-0.09,-0.36,10.08,0.06,0.04,0.03,-0.12,0.93,20.39,2283.5,good
3.7900925,0.62,0.3,10.18,0.05,0.04,0.06,-0.02,0.94,20.39,2260.5,good
3.7900925,1.4,-0.02,10,0.03,-0.01,0.15,-0.12,0.87,20.39,2260.5,good
3.7900925,1.97,-1.31,9.37,0.05,0.05,0.12,0.01,0.94,20.78,2222.5,good
3.7900925,1.91,-0.31,10.32,0.06,-0.01,0.12,0.04,0.88,20.78,2203.5,good
3.7900925,1.84,0.28,10.79,0.14,0,0.13,0.02,0.89,20.78,2203.5,good
3.7900925,1.69,-0.21,9.36,0.05,0.06,0.16,0.02,0.95,20.78,2196,good
3.7900925,1.04,-0.77,7.51,0.02,-0.12,0.17,0.03,0.76,20.78,2196,good
3.7900925,3.13,-0.01,10.21,0.11,-0.22,0.18,-0.06,0.66,42.35,2220.5,good
3.7900925,2.42,1.51,11.37,0.03,0.12,0.22,0.22,0.98,67.84,2205.5,good
3.7900925,3.74,-1.78,6.93,0.03,0.12,0.22,0.22,0.98,70.98,2205.5,good
3.7900925,3.06,-0.86,10.06,0.05,0.32,0.34,0.07,1.18,72.55,2205,good
3.7900925,2.57,0.94,10.46,0.12,-0.02,0.37,-0.08,0.81,74.9,2205,good
3.7900925,2.13,0.75,8.73,0.02,-0.03,0.31,0.01,0.82,76.86,2200.5,good
3.7900925,2.22,1.02,10.19,0.02,-0.08,0.32,-0.1,0.76,78.82,2200.5,good
3.7900925,3.46,1.02,11.09,0.21,0.02,0.15,0.16,0.89,80,2233,good
3.7900925,2.39,1.4,9.42,0.08,0.02,0.15,0.16,0.89,80.39,2248,good
3.7900925,2.57,-0.79,9.62,0.07,0.13,0.32,0.05,0.98,81.18,2248,good
3.7900925,0.63,1.85,10.32,0,0.15,0.35,0.06,0.99,62.35,2265.5,good
3.7900925,0.39,1.85,9.48,0.03,0.11,0.3,0.04,0.97,30.2,2265.5,good
3.7900925,1.25,0.86,10.65,0.03,-0.01,0.06,0.26,0.86,24.71,2243.5,good
3.7900925,2.42,-1.06,8.24,-0.1,0.3,0.07,0.33,1.16,59.22,2273.5,good
3.7900925,3.17,-0.73,10.24,0.11,0.06,0.25,0.15,0.92,69.8,2273.5,good
3.7900925,1.19,1.67,9.98,0.09,0.05,0.36,0.05,0.89,70.2,2281.5,good
3.7900925,2.09,-0.27,6.99,-0.24,-0.4,0.18,-0.09,0.46,70.2,2313.5,good
3.7900925,3.13,1.07,14.76,0.01,-0.72,0,0,0.18,69.02,2313.5,good
3.7900925,1.98,0.07,4.62,0.05,-0.72,0,0,0.18,69.41,2301.5,good
3.7900925,3.45,-0.45,12.64,0.36,0.55,0.65,0.27,1.28,69.8,2301.5,good
3.7900925,4.9,1.94,13.99,0.1,0.55,0.65,0.27,1.28,69.8,2334.5,good
3.7900925,1.58,-0.69,7.9,0.09,0.52,0.5,0.2,1.33,50.2,2305.5,good
3.7900925,0.78,0.5,8.38,0.05,0.07,0.24,0.15,0.94,24.71,2305.5,good
3.7900925,1.62,-0.85,8.97,-0.05,-0.02,0.27,-0.02,0.85,18.82,2331.5,good
3.7900925,0.96,0.3,10.73,0.02,-0.02,0.19,-0.02,0.86,18.43,2331.5,good
3.7900925,0.69,-0.29,10.54,0.04,0.05,0.15,-0.06,0.93,18.04,2329,good
3.7900925,-0.28,-1.18,10.37,0.08,0.11,-0.06,-0.01,1,17.65,2329,good
3.7900925,-0.13,-0.53,10.22,0.08,0.11,-0.06,-0.01,1,17.65,2283,good
3.7900925,0.74,-1.91,10.41,0.08,0.06,-0.05,-0.13,0.95,17.65,2226.5,good
3.7900925,-0.06,0.11,10.58,0.07,0.04,-0.04,-0.14,0.93,20,2226.5,good
3.7900925,1.96,-0.11,10.23,0.07,0,0.22,-0.14,0.86,21.18,2151.5,good
3.7900925,1.56,0.14,9.93,0.04,0,0.22,-0.14,0.86,22.35,2122.5,good
3.7900925,2.35,-0.86,9.75,0.06,0.12,0.18,0.01,1.01,22.35,2093,good
3.7900925,2.82,-0.07,10.11,0.05,0.05,0.23,0.03,0.93,23.53,2077,good
3.7900925,2.66,-0.06,9.26,0,0.03,0.26,-0.04,0.9,56.86,2077,good
3.7900925,2.71,0.29,9.32,0.05,-0.02,0.25,0.02,0.85,74.9,2103.5,good
3.7900925,2.19,-0.24,6.19,-0.31,-0.05,0.25,0,0.82,78.43,2119,good
3.7900925,3.56,-1.51,9.08,0.03,-0.02,0.3,0.12,0.82,81.18,2121.5,good
3.7900925,2.49,0.46,6.44,0.01,-0.02,0.3,0.12,0.82,83.53,2136,good
3.7900925,2.86,-0.11,11.7,0.05,-0.08,0.21,0.1,0.79,83.92,2136,good
3.7900925,3.66,-0.45,8.79,0.02,0.07,0.24,-0.02,0.95,50.59,2172,good
3.7900925,3.04,0.7,9.61,0.05,0.21,0.12,0.09,1.1,21.18,2158,good
3.7900925,2.99,1.45,10.96,0.08,-0.22,0.15,0.03,0.67,19.22,2147.5,good
3.7900925,2.87,1.42,11.02,0.05,0.02,0.22,-0.22,0.88,33.33,2147.5,good
3.7900925,2.68,-0.82,8.39,-0.08,0,0.13,-0.02,0.89,68.24,2193.5,good
3.7900925,3.36,0.62,7.45,0.04,-0.17,0.33,-0.08,0.65,77.65,2193.5,good
3.7900925,3.76,1.21,11.77,0.07,0.14,0.34,-0.19,0.97,80.78,2187,good
3.7900925,2.96,3.27,11.24,0.25,0.14,0.34,-0.19,0.97,83.53,2187,good
3.7900925,2.76,-0.01,8.06,0.03,0.16,0.38,-0.14,0.98,85.88,2214.5,good
3.7900925,2.37,1.58,10.1,0.02,0.02,0.37,0.03,0.85,88.63,2214.5,good
3.7900925,2.94,0.91,10.24,0.05,0.06,0.21,0.2,0.91,91.76,2229.5,good
3.7900925,2.76,0.99,9.43,0.05,-0.01,0.26,0.08,0.85,92.55,2251,good
3.7900925,2.33,1.23,9.21,0.05,-0.01,0.26,0.08,0.85,92.55,2283,good
3.7900925,3.38,1.5,10.69,0.17,0.09,0.28,0.15,0.94,92.94,2283,good
3.7900925,2.56,0.89,9.23,0.02,-0.01,0.25,0.19,0.84,92.94,2301.5,good
3.7900925,2.86,1,9.53,0.01,0.1,0.33,0.07,0.95,92.94,2301.5,good
3.7900925,3.52,-0.47,8.83,-0.01,-0.06,0.29,0.12,0.79,92.94,2327,good
3.7900925,3.2,0.17,10.7,0.16,-0.03,0.16,0.27,0.82,93.33,2350.5,good
3.7900925,2.69,0.18,9.25,0.08,0.15,0.34,0.05,0.99,93.33,2350.5,good
3.7900925,3.03,-0.09,9.35,0.06,0.01,0.28,0.15,0.86,93.33,2385.5,good
3.7900925,2.52,0.88,9.58,0.03,0.01,0.28,0.15,0.86,93.33,2385.5,good
3.7900925,2.35,1.32,11.07,0.07,0.04,0.31,0.06,0.88,93.33,2410.5,good
3.7900925,3.43,1.66,11.06,0.09,0.08,0.28,0.15,0.93,93.33,2410.5,good
3.7900925,2.05,0.7,8.06,-0.13,0.11,0.27,0.16,0.97,93.33,2418.5,good
3.7900925,2.12,1.36,8.19,-0.1,-0.22,0.21,0.12,0.64,93.33,2453.5,good
3.7900925,2.73,0.68,8.58,-0.09,-0.19,0.25,0.04,0.67,93.33,2453.5,good
3.7900925,2.54,2.18,10.96,-0.04,0.08,0.26,0.1,0.94,93.33,2463,good
3.7900925,3.03,1.65,11.7,0.26,0.08,0.26,0.1,0.94,93.73,2463,good
3.7900925,3,2.03,9.82,0.1,0,0.31,-0.03,0.84,93.73,2505,good
3.7900925,3.68,-0.29,10,0.08,0,0.12,0.23,0.86,92.94,2525,good
3.7900925,1.09,1.94,8.8,-0.06,0,0.12,0.23,0.86,92.94,2525,good
3.7900925,2.84,0.34,7.24,-0.02,0.01,0.33,-0.04,0.86,92.55,2533.5,good
3.7900925,2.43,0.71,10.47,0.02,0.17,0.29,0.02,1.04,92.55,2533.5,good
3.7900925,2.35,1.41,9.65,0.03,0.08,0.25,0.1,0.94,92.16,2568,good
3.7900925,3.11,-0.46,8.73,0.03,-0.07,0.28,0.01,0.79,92.16,2568,good
3.7900925,2.24,0.69,9.3,0.02,0.01,0.26,0.14,0.86,91.76,2587.5,good
3.7900925,2.55,0.98,9.13,0.01,0.01,0.28,0.08,0.87,91.37,2600.5,good
3.7900925,2.78,0.53,9.67,0.05,-0.14,0.28,0,0.71,91.76,2600.5,good
3.7900925,2.94,0.73,9.76,0.02,-0.14,0.28,0,0.71,91.37,2647,good
3.7900925,3.09,0.64,10.1,0.05,0.04,0.27,0.02,0.9,90.98,2647,good
3.7900925,3.21,0.2,10.15,0.1,0.12,0.29,0.1,0.98,90.59,2659,good
3.7900925,2.73,0.65,9.09,0.05,-0.08,0.25,0.1,0.78,90.59,2673.5,good
3.7900925,2.96,0.58,10.4,0.05,-0.01,0.31,0.01,0.84,90.59,2673.5,good
3.7900925,3.09,0.92,10.6,0.15,-0.02,0.27,0.03,0.84,90.2,2696,good
3.7900925,2.82,-0.54,8.83,-0.03,-0.05,0.31,-0.02,0.8,90.2,2712.5,good
3.7900925,2.62,0.11,9.7,0.03,-0.1,0.34,-0.04,0.73,89.8,2712.5,good
3.7900925,3.25,-0.26,9.46,0.02,-0.05,0.31,-0.05,0.8,90.2,2729.5,good
3.7900925,2.87,-0.74,10.06,0.09,0.12,0.3,0.04,0.98,82.35,2729.5,good
3.7900925,2.32,-0.91,10.13,0.07,0.01,0.26,-0.08,0.87,32.16,2739,good
3.7900925,1.76,-0.12,8.85,0.05,0.04,0.21,-0.07,0.91,18.82,2747,good
3.7900925,1.93,-0.94,10.04,0.07,0.04,0.21,-0.07,0.91,17.25,2747,good
3.7900925,1.99,-1.39,9.42,0.02,0.03,0.21,-0.07,0.9,15.69,2710,good
3.7900925,1.6,-0.61,10.79,0.05,0.15,0.2,-0.08,1.03,15.29,2744,good
3.7900925,1.72,-0.68,9.78,0.03,0.15,0.2,-0.08,1.03,16.47,2744,good
3.7900925,0.72,-0.55,8.76,0.08,0.12,0.15,-0.08,1.01,18.04,2706,good
3.7900925,1.39,-1.13,7.31,0.04,-0.04,0.12,-0.08,0.85,18.43,2706,good
3.7900925,1.91,-0.89,9.2,0.03,-0.04,0.09,0.07,0.85,18.82,2670.5,good
3.7900925,1.69,-0.3,9.8,0.04,0.06,0.16,0.01,0.95,18.82,2670.5,good
3.7900925,1.59,0.21,10.9,0.07,0.06,0.15,-0.03,0.95,19.22,2671.5,good
3.7900925,1.55,-0.06,9.97,0.07,0,0.17,0,0.88,19.22,2650.5,good
3.7900925,1.73,0.15,9.69,0.01,-0.1,0.14,-0.02,0.79,19.22,2650.5,good
3.7900925,1.86,0.56,10.06,0.01,-0.1,0.14,-0.02,0.79,32.16,2677.5,good
3.7900925,2.94,0.05,10.49,0.02,-0.09,0.19,0.01,0.79,58.82,2677.5,good
3.7900925,2.91,0.33,9.31,0.02,-0.02,0.25,-0.03,0.84,68.24,2631.5,good
3.7900925,2.19,1.24,9.7,0.04,0,0.22,0.11,0.87,72.94,2631.5,good
3.7900925,2.48,0.42,8.97,0.03,0,0.23,0.14,0.86,76.47,2665,good
3.7900925,2.91,0.43,9.52,0.03,0.01,0.27,0.02,0.87,80.39,2660,good
3.7900925,3.19,0.93,9.96,0.09,0.01,0.31,-0.03,0.86,83.14,2660,good
3.7900925,2.79,0.03,9.21,0.05,-0.08,0.27,0.01,0.78,85.88,2693,good
3.7900925,2.9,0.33,10.04,0.04,0,0.34,-0.05,0.84,88.63,2714.5,good
3.7900925,2.73,0.49,9.44,0.02,0.02,0.29,0.08,0.87,89.02,2714.5,good
3.7900925,3.2,-0.25,10.09,0.04,0.01,0.34,0.01,0.85,89.41,2712.5,good
3.7900925,3.06,0.22,9.38,0.03,0.04,0.33,0.07,0.89,89.41,2763.5,good
3.7900925,2.98,0.8,9.92,0.04,0.05,0.29,0.1,0.9,88.63,2781,good
3.7900925,2.84,1.03,9.8,0.05,-0.01,0.3,0.04,0.84,88.63,2781,good
3.7900925,2.28,1.15,9.61,0.03,0.08,0.25,0.13,0.94,88.63,2794.5,good
3.7900925,2.69,0.25,8.59,0,0,0.29,0.12,0.85,87.84,2835,good
3.7900925,2.71,1.08,9.31,-0.01,-0.05,0.26,0.09,0.81,88.63,2831.5,good
3.7900925,2.97,0.44,10.04,0.09,0,0.31,0.02,0.85,87.84,2831.5,good
3.7900925,2.96,0.87,10.08,0.07,-0.02,0.28,0.07,0.84,87.06,2879,good
3.7900925,3.09,-0.27,9.36,0.02,-0.03,0.24,0.11,0.83,86.67,2885,good
3.7900925,2.61,1.17,9.6,0.04,-0.01,0.25,0.1,0.85,86.67,2915.5,good
3.7900925,2.96,-0.28,10.01,0.08,0.12,0.31,0.04,0.97,85.88,2933.5,good
3.7900925,1.9,-0.05,10.03,0.03,-0.01,0.2,-0.04,0.87,56.86,2923.5,good
3.7900925,1.76,0.01,9.8,0.03,-0.02,0.21,-0.03,0.85,17.25,2942.5,good
3.7900925,2.07,-0.5,10.11,0.07,-0.02,0.21,-0.03,0.85,15.69,2942.5,good
3.7900925,1.68,-0.31,8.65,0.06,0.06,0.21,0.01,0.94,14.9,2936,good
3.7900925,1.87,-0.8,9.93,0.03,0.01,0.2,-0.05,0.89,14.51,2936,good
3.7900925,1.86,-0.24,9.5,0.03,-0.06,0.18,-0.02,0.82,16.86,2937.5,good
3.7900925,1.78,-0.14,8.89,-0.06,-0.06,0.17,-0.03,0.82,18.04,2930.5,good
3.7900925,1.76,-0.44,8.99,0.03,0.11,0.21,-0.02,0.99,24.31,2919,good
3.7900925,1.96,0.1,10.26,0.04,0.11,0.21,-0.02,0.99,26.27,2893.5,good
3.7900925,1.78,-0.39,9.64,0.04,0.06,0.22,-0.01,0.93,34.51,2893,good
3.7900925,1.96,0.28,9.98,0.03,0.15,0.26,-0.01,1.02,34.51,2893,good
3.7900925,1.9,-0.04,10.28,0.04,-0.02,0.22,-0.03,0.85,34.12,2901.5,good
3.7900925,2.18,0.27,10.14,0.05,0.02,0.17,0.06,0.91,34.12,2901.5,good
3.7900925,2,0.22,9.31,-0.01,0.1,0.22,0.02,0.98,34.12,2893,good
3.7900925,1.78,0.11,9.4,0.02,0,0.18,0.01,0.88,35.29,2893,good
3.7900925,1.81,0.53,9.78,0.01,0,0.18,0.01,0.88,35.29,2882.5,good
3.7900925,2.31,-0.3,9.96,0.02,0.01,0.2,0.01,0.89,35.29,2889.5,good
3.7900925,2.35,0.27,9.51,0.04,-0.03,0.21,0.04,0.85,52.16,2889.5,good
3.7900925,2.79,0.17,10.17,0.04,0.01,0.25,0.06,0.88,63.92,2884,good
3.7900925,2.82,0.21,10.04,0.04,0.04,0.24,0.04,0.91,67.06,2896,good
3.7900925,2.4,0.42,9.44,0.01,-0.05,0.24,0.06,0.81,69.8,2896,good
3.7900925,2,0.82,9.24,0.02,0,0.25,0.05,0.87,70.98,2924,good
3.7900925,2.53,0.18,9.77,0.02,0.04,0.29,0.04,0.89,72.55,2924,good
3.7900925,2.67,0.62,9.99,0.07,0.05,0.29,0.04,0.91,74.12,2911,good
3.7900925,2.69,0.54,9.38,0.06,0.03,0.25,0.04,0.9,75.69,2911,good
3.7900925,1.8,0.06,9.55,0.05,0.07,0.2,0.04,0.95,65.1,2949,good
3.7900925,2.22,-0.67,9.89,0.04,0.07,0.2,0.04,0.95,27.45,2923.5,good
3.7900925,1.5,0,9.85,0.03,0.01,0.17,0.02,0.89,17.65,2923.5,good
3.7900925,0.87,0.62,9.93,0.03,-0.05,0.21,-0.07,0.82,16.86,2901.5,good
3.7900925,1.07,-0.46,9.96,0.03,-0.16,0.18,-0.1,0.72,15.29,2901.5,good
3.7900925,1.27,0.15,11.23,0.17,0.19,0.3,-0.14,1.05,17.65,2903,good
3.7900925,1.97,-0.49,9.49,0.07,0.04,0.17,-0.1,0.92,19.61,2909,good
3.7900925,1.54,-0.51,10.2,0.06,0.03,0.19,-0.08,0.9,19.61,2909,good
3.7900925,1.7,-0.35,9.41,-0.01,0,0.13,-0.05,0.89,20,2887.5,good
3.7900925,1.66,-0.72,10.6,0.05,0,0.13,-0.05,0.89,20.39,2887.5,good
3.7900925,1.63,-0.84,9.54,0.05,0,0.14,-0.04,0.89,20.78,2865.5,good
3.7900925,1.15,-1.35,8.44,0.04,0.08,0.15,-0.08,0.96,20.78,2865.5,good
3.7900925,1.16,-0.76,10.74,0.04,0.01,0.12,-0.06,0.9,20.78,2839.5,good
3.7900925,1.08,-0.09,11.03,0.07,0.04,0.09,-0.08,0.93,20.78,2813,good
3.7900925,1.05,-0.56,10.27,0.07,0.06,0.1,-0.12,0.94,20.78,2813,good
3.7900925,1.04,-0.27,9.54,0,0.07,0.08,-0.03,0.97,20.39,2773,good
3.7900925,0.96,-0.41,10.27,0.04,0.07,0.08,-0.03,0.97,20.78,2773,good
3.7900925,1.01,-0.24,9.97,0.04,-0.05,0.12,-0.03,0.84,20.78,2752,good
3.7900925,1.41,-0.25,8.99,-0.05,-0.05,0.16,-0.02,0.83,20.78,2724.5,good
3.7900925,1.44,-0.29,8.81,0.01,-0.13,0.13,0,0.76,20.78,2724.5,good
3.7900925,1.25,0.05,9.06,0,-0.13,0.13,0,0.76,20.78,2701.5,good
3.7900925,1.29,0.02,10.48,0.02,0.07,0.16,0.03,0.95,20.39,2701.5,good
3.7900925,2.16,0.39,10.39,0.1,0.03,0.17,-0.01,0.92,18.04,2694,good
3.7900925,2.12,0.82,9.6,0.05,0.04,0.25,0.02,0.91,47.06,2682.5,good
3.7900925,1.97,0.58,9.61,0.05,-0.04,0.24,0.04,0.82,50.98,2682.5,good
3.7900925,2.31,0.18,9.64,0.03,0,0.23,0.05,0.87,53.73,2693.5,good
3.7900925,2.46,-0.14,8.85,0.02,0.01,0.3,-0.02,0.86,58.43,2693.5,good
3.7900925,3.16,-0.48,9.93,0.02,0.01,0.3,-0.02,0.86,60.39,2711.5,good
3.7900925,2.51,0.51,9.73,0.03,-0.02,0.27,0.01,0.84,61.18,2711.5,good
3.7900925,2.99,-0.39,9.4,0.02,0.05,0.31,-0.05,0.9,61.18,2710,good
3.7900925,2.74,0.05,10.01,0.03,-0.07,0.23,0.04,0.8,61.57,2741.5,good
3.7900925,2.95,-0.09,9.3,0.04,0.09,0.28,0.03,0.96,63.53,2741.5,good
3.7900925,2.53,0.16,9.79,0.05,-0.11,0.23,0.06,0.76,63.92,2744,good
3.7900925,2.49,0.36,8.8,0.04,-0.11,0.23,0.06,0.76,65.1,2744,good
3.7900925,2.32,0.44,8.88,0.03,0.03,0.21,0.07,0.9,65.1,2751.5,good
3.7900925,2,0.37,9.07,0.02,-0.02,0.22,0.1,0.85,66.27,2751.5,good
3.7900925,2.65,0.34,10.09,0.08,0.05,0.24,0.12,0.91,66.67,2781,good
3.7900925,2.13,1.12,9.17,0.07,0.05,0.26,0.11,0.91,66.67,2789,good
3.7900925,3.17,-0.4,10.73,0.05,-0.09,0.26,0.04,0.77,64.31,2789,good
3.7900925,1.95,-0.25,11.2,0.18,-0.13,0.13,0.16,0.74,38.43,2797,good
3.7900925,1.73,0.46,8.23,-0.03,-0.04,0.26,-0.13,0.81,20.78,2799,good
3.7900925,1.53,0.53,10.16,0,0.14,0.08,0.15,1.03,18.43,2799,good
3.7900925,1.98,0.21,10.4,0.1,0.08,0.17,0.02,0.97,16.86,2792.5,good
3.7900925,1.82,0.22,10.21,0.06,0.06,0.13,0.01,0.95,16.47,2778,good
3.7900925,1.37,0.87,9.57,0.04,0.06,0.18,-0.05,0.94,15.69,2778,good
3.7900925,1.51,-0.09,9.74,0.02,0.06,0.18,-0.05,0.94,16.08,2767,good
3.7900925,1.17,-0.11,9.68,0.01,-0.01,0.1,-0.01,0.89,17.25,2767,good
3.7900925,0.52,-0.63,10.63,0.04,0.01,0.1,0,0.91,18.82,2769,good
3.7900925,0.95,-0.96,9.79,0.05,0.07,0.13,0,0.97,20.78,2733,good
3.7900925,0.25,-0.85,10.08,0.05,0.03,0.08,-0.04,0.93,21.18,2733,good
3.7900925,-0.23,-0.41,9.61,0.04,0.04,0.08,-0.08,0.93,20.78,2691,good
3.7900925,-1.17,-2.22,5.49,0.05,0.07,0.09,-0.12,0.96,21.18,2691,good
3.7900925,-2.6,0.91,1.34,-0.67,0.39,0.01,0.08,1.29,21.18,2648.5,good
3.7900925,1.65,-1.93,4.48,0.13,0.41,0.19,-0.36,1.25,21.18,2600.5,good
3.7900925,-0.45,2.73,9.45,0.13,0.42,0.13,-0.2,1.3,20.78,2600.5,good
3.7900925,-0.24,2.7,7.98,-0.12,0.11,0.19,-0.19,0.98,20.78,2564.5,good
3.7900925,0.57,1.51,11.29,0.04,0.08,0.04,0.14,0.97,20.78,2564.5,good
3.7900925,1.59,0.06,10.62,0.06,0.14,0.12,0.07,1.03,20.78,2544,good
3.7900925,1.65,0.1,10.9,0.07,0.14,0.12,0.07,1.03,20.78,2532.5,good
3.7900925,1.63,-0.17,9.9,0.04,0.17,0.18,0.06,1.05,20.78,2532.5,good
3.7900925,1.51,-0.65,9.19,0.03,-0.01,0.17,-0.08,0.87,20.39,2514.5,good
3.7900925,1.09,0.4,9.87,0.03,-0.02,0.11,0.01,0.87,20,2503.5,good
3.7900925,1.57,-0.15,10.57,0.05,0.06,0.18,0,0.94,20,2503.5,good
3.7900925,1.52,-0.47,10.14,0.05,0.08,0.17,0.04,0.97,19.61,2495,good
3.7900925,1.82,0.22,9.39,0.01,-0.01,0.19,-0.03,0.87,18.04,2529,good
3.7900925,2.19,0.47,10.04,0,-0.04,0.2,0.03,0.83,59.22,2510.5,good
3.7900925,2.46,0.33,10.14,0,-0.02,0.24,0.04,0.85,62.75,2505.5,good
3.7900925,2.77,-0.03,9.41,0.06,0.04,0.27,0.05,0.91,65.49,2505.5,good
3.7900925,2.54,0.32,8.52,0.07,0.09,0.27,0.05,0.95,65.49,2504.5,good
3.7900925,1.81,0.2,8.71,0.07,0.1,0.27,0.08,0.96,30.98,2504.5,good
3.7900925,1.71,-0.18,9.37,-0.02,-0.01,0.18,0.01,0.87,18.43,2497,good
3.7900925,2,0.49,10.24,0.01,0.01,0.14,0.02,0.9,16.86,2511,good
3.7900925,2.69,-0.55,10.1,0.09,0.16,0.29,-0.01,1.02,40,2533,good
3.7900925,2.91,0.75,9.11,0.03,-0.18,0.15,0,0.71,60.78,2533,good
3.7900925,2.72,-0.38,11.06,0.03,-0.17,0.25,-0.14,0.68,63.53,2524.5,good
3.7900925,2.88,-0.29,10.61,0.08,-0.02,0.3,-0.04,0.84,63.92,2542.5,good
3.7900925,1.9,0.6,10.18,0.03,0,0.21,0.11,0.87,56.47,2538,good
3.7900925,1.56,0.88,10.11,0.01,-0.02,0.21,0,0.85,20.78,2521.5,good
3.7900925,1.8,0.03,10.13,0.03,0.02,0.19,0.01,0.9,17.25,2549.5,good
3.7900925,1.98,0.82,11.31,0.19,-0.06,0.18,-0.03,0.82,16.08,2549.5,good
